review	label
I wondered what kind of mouse I would get for $60.  I kept thinking, what could be so special about it.  Well, I don't know where to begin.  I like it so much, I'm getting ready to purchase another one just to use at work.  I used a Microsoft Explorer mouse prior and thought I'd never find a mouse that was as comforable to use and had all the extra buttons I needed.  This mouse completely puts the Explorer to shame.  It took me a few minutes to get used to how quickly it responds but I soon caught on.  I really didn't care for the glowing or the chameleon paint on it.  That's not why I got it, although it does look pretty cool.  As for gaming, I really didn't notice much improvment in my skill but it REALLY does feel better in your hand.  The bottom of the mouse it curved in so you can grip it much easier.	1
I got the Razor Diamondback a few months back and have been very pleased with it's performance.  For gaming it's great, but I do not recommended it for everyday mousing around.	1
I decided to upgrade my laptop with the wpc54gs from the wpc54g.  I did this because the "g" card would randomly disconnect when the WEP or WPA security was activated.  Living in a home near about 6 other networks I really wanted the router and wireless network secured.  So, I purchased this card to see if it would fix my problem.  I can happily say it solved the random disconnect with WPA security turned on.  The range is just fine and all my network connections seem solid.  Have not had a disconnect yet, over the last 5 hours.	1
This was easy to set-up and use. It receives the signal from the router in all the rooms in my house	1
camera works great!  the first one I ordered did not function correctly but Amazon promptly replaced it.  resolution is good and audio is a great bonus that works very well.  a great feature for me that I found was not available on all other devices was the ability to have video stored on a network folder.  additionally, there is no software required to run this	1
A device like this either works or it doesn't.  This one happens to work	1
I had no problem with the product.  The directions were pretty simple.	1
The first week I had these, the left earpiece's plastic "rails" which hold the earpiece in its slot broke.  The parts that seem to need the most strength structurally are fasioned with cheap plastic.	1
I ordered these headphones from Amazon based primarily on user reviews of a number of noise cancelling headphones. I am quite pleased with my purchase. Though not stellar audiophile quality, the sound is pretty darn good, and with some minor EQ it's excellent. The noise cancelling effect seems to work very well: much better than I expected. Furthermore, the headphones are very comfortable and seem to be solidly constructed. I highly recommend them	1
I recently bought a new 6.0 megapixel digital camera (Canon PowerShot S3 IS) which came with an extremely small and  practically useless 16MB secure digital card so I bought a couple of these 1GB PNY PSD1GRF3 secure digital cards since they were on sale for less than $20 apiece.  These SD cards are made in Japan by Toshiba (they are then rebranded and sold by PNY, Lexar, DaneElec, etc.) and I have been very pleased with them so far.  They work flawlessly with no write-speed delay in my new camera while shooting still pictures or while shooting video with stereo sound, and the card reader in my HP Pavilion M7480N Media Center PC (running Windows XP Professional service pack 2) reads the pictures and video into my Adobe Photoshop Elements 4.0 and Premiere Elements 2.0 software programs with no problems.  The only drawback is that the read-speed on these standard SD cards is a bit slow when compared to the newer and faster SD cards...it takes several minutes to transfer all the pictures or video from a full 1GB card onto my PC...but I find this to be a small inconvenience rather than a big problem.  So, if a little longer read time is not a problem for you, then save yourself some money and buy this card.  Overall, a very good standard SD card at an excellent price!	1
There isn't too much to write about this except is delivers as stated.  Great product for the price	1
I set up a small security program with my Macintosh. Intially I needed a PC to place the settings in the camera, however once I got it hooked up to my security system it works beautifully. I would recommend you leave the lights on though because if you don't you will be getting just a black, fuzzy dark image back if you are using this camera for security. This camera is a very simple easy to use camera without the fuss of zooming, pan, tilt etc. If you need a simple camera you can't go wrong with the D-link DCS-900 (Wireless or wired version)	1
What can you say?  I placed my order with Amazon.com.  A few days later the product arrived at my door.  Perfect	1
The quality of materials: zipper, hard case, strap and light	1
I bought this package purely for the keyboard. I wanted a new one with wireless technology and I was driven to Bluetooth just because it is so reliable. I do not use the keyboard and mouse together, however.	1
i recently purchased these speakers for my patio setup.  the sound quality wont blow your mind, but it does not sound bad.  its large and lound enough to hear for an outdoor speaker for the price. it has a switch in the back for outdoor/indoor.  not really sure what that does.  very easy installation with the brackets included.  (no screws provided) overall great unit for thye pric	1
I agree that these cables are way too expensive!! However that being said, they really do perform well.  I have been using them for almost a year and they are just solid.  Colors always look their best.  I know it was a silly purchase but my DVD's look great.	1
Overall, a good phone. Low cost. Well built. Many features.  Speaker works OK for the price.  Features such as caller ID and the speaker phone are powered by batteries.  As stated by another reviewer a set of batteries only lasts a few months, even if you do not use the battery-powered speaker phone often.  This phone would be a great phone (for the price) if it did not use batteries, but was a plug-in model	1
For a long time I was looking for a phone to use with skype.  For the price and convenience, Actiontec Internet phone wizard was the best I found and ordered it from Amazon ($42.99 with free shipping).  After receiving the modem I have been using it for almost a month now and I am extremely happy.  I have connected my codeless phone to it and everything seems to be working fine	1
This headset is everything that I hoped it would be and the seller rates 100	1
you can never go wrong with this paper. I always buy it here, the price in stores is outrageous	1
My experince shows that it is always better to use paper from the same brand as your printer. Then the result is really outstanding print after print. The paper is really top quality and regardless of your needs it will satisfy them. Bravo Canon for this first class product	1
Agree with the reviewer who called this a 'Perfect Product'.  It is.	1
I purchased this to use with my newly acquired Slingbox Pro.  All I had to do was plug these into wall outlets and connect the Lan wires.  Worked like a charm...couldn't believe it was that easy.  Great performance and good price from Amazon	1
Bottom line up front:	1
This is a corded mouse; fits comfortably in your hand.  Moves smoothly across table surface; works well on a mousepad as well if you need wrist support.	1
It has very good definition but is slow, even in the night is not that good and is slower	1
While the product description states this battery is "Compatible with Motorola T5320, T5400, T5420, T5600, T5620, T5700, T5720, T5800, and T5820 2-way radios" the 53615 is compatible with many more.  To bad Amazon couldn't put this online for us.	1
I purchased this phone system as a gift. I set it up and used it extensively. The handsets have features that you are used to finding in a cell phone. Many different ring tones to choose from, the antenna lights up when a call comes in. You can even set special colors and ring tones for specific callers so you'll know when they're calling without picking up the handset.	1
I was looking for a new pair of headphones to compliment my brand new ipod nano when I ran across these on a website. I was a little hesitant at first because I don't think I ever spent over $40 on a pair of headphones. I finally decided to invest in these because I spend most of my free time listening to music. I received these the other day, and immediately plugged them into my ipod. Please don't let the breaking in period discourage you! After these become comfortable, you will hear music you have never heard before even when you are listening to songs you have heard thousands of time.	1
This is the Ultimate Ears Super fi model especially designed for "bassheads," featuring a disproportionately large bass driver complemented by a more conventional driver for the middle and high frequencies. I don't think UE would ever claim that what results is a balanced sound signature. Yes, the mids and highs are present and the quality is clean and reasonably detailed, but these frequencies are definitely recessed and with some kinds of music this can result in an unnatural kind of reproduction.	1
we have this for our 30gb ipod and it works fine in both our cars.....very handy and a must buy!!	1
This is the 2nd Gamepad I've owned (My first PC was in 1993).  The 1st gamepad was the Gravis Gamepad (4-button + D-Pad).  I recently upraded and there is no GAME/MIDI port on the new system, plus I need more buttons for Need For Speed Most Wanted, etc.	1
We have had this phone for almost a year and I love it. We have the base station which is also an answereing machine  plus we have  a sattelite phone.  I wish we had more satelite phones.  I love the talking feature because I just listen and know who is calling. I also love the programming feature.  I never have to look aup a tel number that I call regularly anymore. I just wish the extra phones were not so expensive to add on.	1
The system worked out of the box allowing me to quickly link up additional devices in an in-home office which had a single network connection. Haven't measured simultaneous throughput to multiple computers yet, but from simple observation connectivity seems transparent. Should allow for movement to gigabit switching in the future as well	1
This cable is of the best quality, quick shipment and at a price that beats all the retail stores - you can't go wrong	1
I did buy a set of 2 "Base station and extra handset". Its a great design, tons of features, MP3 ring ton, Picture Caller ID, Sync with your PC for phone book, Answering machine, etc.	1
I work at a home office so I am on the phone lot.  I always buy cordless phones I can use with a headset so I can have both arms free while I talk with a min of background noise intrusion. In other words, I don't talk with the phone cradled between my shoulder and ear. And I don't use speaker phone features. Let's just get that out of the way now since those are things some have complained about that I couldn't care less about.	1
I bought this for my kids computer when I bought a new one for hubby and myself... these speakers sound better then the more expensive ones I have....	1
i wanted a top quality palm with the bells and whistles.  this is pretty close to it but i had a few problems with the email and web features.  granted i am not a techie, but connecting and checking email should be more straightforward.  all the other features are top notch and overall i love my palm	1
I purchased this item for a long trip so I could charge and/or play my Zen mp3 player in the car without worrying about battery life on the trip. It worked great. I am also planning to use it for my notebook in the car the same way because the car adapter for my notebook costs $100	1
I have searched and searched and searched for a pair of portable headphones that sound as good as these with lots of failure. IMO, you cannot beat the sound of a set of "over-the-head" headphones. I have tried all styles: earbuds, behind the neck, clips, even the ear plugs. Nothing gives the sound and comfort of the KTX Pros (granted, I have never tried the sportapros or portapros, but from what I have read, they are the same headphone. Except they are UGLY!). The KTX Pros have both great lows and great highs. Plus, you can't beat that price	1
For the price is is great.	1
I thought that this flash drive was above average in performance. Works well between a Macintosh and a PC. I liked the feature--missing from my last flash drive--of easily emptying the drive after use without having to some fancy erasing techniques. In other words, the PNY worked like a real hard drive. I would like the manufacuters to explain in detail how to attach the tread to the laniard. It took me a while to figure it out	1
With so many of these ipod speaker docks on the market, it was sort of struggle to decide.  Ultimately, I felt very comfortable going with the Bose brand.  Plus, in my opinion, this is about the sleakest and best-looking unit out there (I went with black; I'm not an Apple-white drone).  The sound is very, very good for small to medium size spaces.  There are not a lot of features to the unit, which I think is a good thing - it just focuses on the sound and the small footprint.  Mini remote control work well and again the small size makes it unimposing in this world of too many remotes.  Power cord is plenty long and I like the fact I can easily move the thing to a different room if I need music there	1
Well, the bose sounddock is a wonderful music dock.  Its VERY simple. just put your ipod on there and ROCK OUT TO THE BEAT. The bose quality is very obvious, and it looks like you could spend 300 dollars on it, which brings me to my next point. ITS TOO EXPENSIVE. my recomendation is to buy an FM transmitter and listend to your ipod on any Fm raido.  The only disadvantage of an Fm transmitter to this is that this will charge your ipod, and its slightly easier(but thats what iPod is all about, isnt it...?)	1
I'm a jogger, and like to listen to All Things Considered while I run miles and miles. This radio is great because the light weight is unobtrusive. It has a convenient "lock" button to prevent accidentally changing the station with a bump. I previously had a similar size unit from Aiwa, this Sony has MUCH MUCH better reception	1
This works well, allows you to view imported photos, but it is a slow proccess best left for the hotel room. Just plan on taking plenty of batteries and the charger for your ipod.	1
This card is the largest size that will allow clean video with FinePix cameras from 2004 or earlier.  The picture-to-picture lag time is minimal with this card and video is excellent.	1
I was devout in my belief that I could get similar photo output from my Canon S800 with less expensive paper.  I bought those big boxes of 100 sheets of Kodak's photo quality glossy from Costco.  My prints were blotchy.  Then I got my hands on some of Canon's Photo Paper Pro, and my pictures were magically crystal clear.  The difference is amazing.  I never would've thought paper would make this much difference.  I've since bought Canon's 15 sheet packs multiple times.  I now use the Kodak stuff for drafts or to give prints to people who don't care much about the quality of the output, while I save the Canon Photo Paper Pro for prints we want to frame	1
This stick is fantastic for high resolution photos and is lightning quick. Do you need the extra speed the MSX-M1GN gives you? Maybe, maybe not. But at least you have it when and if you need the feature. Highly recommend it for the money.	1
Those people giving these speakers low reviews because they don't have enough bass are idiots.  I don't know what people expect of these little speakers, but it is difficult to imagine them delivering as much bass as they do.  These are amazing little speakers that have accompanied me in all of my travels; from Paris to camping in Northern California.  I cannot imagine going everywhere without them.  They are not  equivalent to a $10k stereo system, but they are not meant to be.  All I need is my Zen touch or Zen micro and these speakers.  Do not listen to the other reviews, these speakers will make a decent stereo of your MP3 player.  Enjoy them anywhere	1
I have used VoSKY Skype Call Center (USB07051C-01) for about a year now as my only home Skype In phone (paying $3.16 a month) after getting rid of Verizon (for which I was paying $50.00 a month).	1
Although I could go on and on about how Skype has changed my life forever, I will try to address the issue at hand, and that is the Polycom Communicator.  Basically I love the concept of the Polycom Communicator!  When I first started using Skype I used a USB headset that works great.  The problem is that it is a serious PITA to put the thing on when someone calls because I have to either a. Try to untangle the cord before accepting the skype connection, or b. answer the skype connection then try to untangle the cord.  If I chose option a. envariably I would miss half the calls, if I chose option b. everyone would always comment that I sounded so desheveled when I tried to answer the call.  Well, now with the new Polycom communicator all I have to do is answer the call.	1
Well, actually I bought this nice cable, at Amazon Marketplace great offering that it was, for an HDTV Tuner, which bombed in my neighborhood. So, I never did get to unpack the cable. But it's in the closet, and it knows it's a good cable. Great cable, @ great price, thru Amazon	1
I'm a Creative fan so these are the first Logitech speakers I ever bought and I was pleasantly surprised. I was looking for a set of speakers for my laptop but since the portable models are more expensive (and probably will not sound as good since being portable means no sub-woofer) I decided for this not-as-portable model.	1
I bought one of these to replace the standard 32MB card that came with my camera. Wow, now I can store a ton of pictures. The price on the EP Memory cards are awesome too	1
I have the Quest 2, but I've heard that this also fits the Quest. I bought it because, while my Dell laptop backpack is well padded, I wanted to make sure that my Quest 2 GPS was protected "just in case". This case fits perfectly, literally like a glove. When I got it, I was sceptical; it looked to small, but I was wrong; the dimensions are perfect. And there is more than enough padding to protect the GPS from harm, yet it is small enough to stick in a jacket pocket, which I sometimes have to (late day meetings where I leave my backpack at work). All in all, it's another great product from Garmin	1
I have been using these fans for the stalls in our horse barn for years. It keeps the flies away and cools down the whole barn. The barn is dusty and the fans collect a lot of dirt. I wash them down each year and they are like new. The fans I have now are on their third barn year. In a normal house I'm sure they would last forever. They are a little noisy, but the horses don't care	1
I purchased this dashmount so I could swap the GPS between vehicles without having to install a permanent mount.  I don't know what the "feet" of the base is made of, but it is basically like a rubber version of a lead blanket - it is heavy yet is very pliable.  This is useful since my dash (a 2004 F-250) has an uneven surface.  I can press and mold the feet to put the base in a certain position and under most circumstances it'll stay there.  Occasionally, on long or "bouncy" trips, it'll creep out of position a couple inches and I'll have to move it back.  I've seen some comments complaining of that - but I don't see it as a problem since common sense says it won't stay perfectly still since it isn't bolted in place.  Overall this mount has worked very well.	1
I got the dash mount because a friend recommended it.  I thought the windshield mount worked fine except it was difficult to remove from the windshield.  I felt like I should remove it each time I parked somewhere.  Also, there was a fair amount of vibration since it usually was dangling. The dash mount is very heavy and flexible enough to "mold" to fit the surface of the dash.  However, it kept slipping off the surface of my Toyota Avalon until I found a little sticky pad to put it on.  That solved that problem.  Anyway, it is very easy to move it to the floorboard and cover it up when I stop, thus effectively hiding it from the temtation of a robber	1
This is my first HOTAS, but I did a good bit of research.  It is very easy to set up, and the SST Programming is very helpful setting the shift key.  The joystick is easy to move, which is nice in a close dogfight.  I am very glad that I bought this HOTAS, because I have had NO problems with it.  I highly recommend this system to anyone	1
...for a surge protector.  But as far as I can tell, it's doing its job.  Plus it looks kind of neat	1
We bought this drum set for our 2 year old who is obsessed with the concept of drumming & marching.  This is a first class set and as noted is almost too nice.  This is a huge step above the tupperware and pan lids our little guy used to use for his personal parades.  The drum is a bit heavy,large, cumbersonme for a two year old and of course is LOUD.  The cymbals are also loud but do have a professional sound quality. Do recommend this purchase. It does come a bit steep at $30 but is a very nice looking and performing set.  If you little one gets hooked on drumming via the pots and pans, spoil him/her with this first-class set that they should be able to use well into their childhood	1
I found this as the perfect solution to fill in some dead airt space in my house downstairs given the internet connection is upstairs and so far, other wireless solutions have been marginal. I really wondered if the Ethernet over powerlines would really work or if the 802.11G would really work.	1
I have had no problems with my Mini Cruzer USB flash drive. It has been recognized without exception by multiple computers and has performed flawlessly	1
I actually bought this for a friend of my mine. He says 'Sony Never Disappoints'	1
If you've got a Treo 650, You Don't Need A GPS Device.  Simple as that.  The smaller-than-a-small-filet-mignon gps device talks via bluetooth to your 650, which attaches to your windshield via a well-engineered holster.  The charger charges 'em both, or not, as you see fit.  The instructions are clear and to the point.  The installation instructions are slightly out of date - you don't need a card reader to make it happen, after all - and the user experience is, in my case, outstanding.  If you've got a 650 and you ever drive somewhere unfamiliar, BUY IT	1
When I purchased this product a couple weeks ago I wanted to make sure this purchase was worthwhile.  I studied many other speaker stands and it just didn't seem I would have been getting the same quality.	1
I have this drive and been sucessfully using it with Backup on my Mac. I would recomend it for off line storag	1
just enough space to save video, photo, music etc... all your files in one place and also is compatible with mac... i love it.	1
Look around in your local electronics stores and you'll find either HUGELY expensive players or single tape units.	1
After having used CRTs roughly the size of small cars for my entire life, I finally jumped on the LCD-flatscreen bandwagon. This Acer 19" LCD makes me happy I did!	1
Monster has went over the top on this THX component video cable. Instantly noticed a superior picture	1
e'nuf said - Epson always leads the way with printers and papers.  You can't go wrong!!!	1
I have bought 2 packages of them, 100 sheet each. Quite satisfied.	1
I bought this paper after my mom gave me a box of Epson 8.5x11 paper she didn't need.  I was really impressed by the quality of the pictures rendered on that paper by my printer.  When the paper ran out I looked for an economical replacement and found the price of most photo papers to be prohibitive - on the order of 40 cents per page.  Since you can only get 2 4x6 pics from a letter-sized sheet of paper, that comes to about 20 cents per print, not counting the cost of ink.  Finally I stumbled upon this paper - Epson S041727 - and the price per print was around 12 cents, which rivals the cheapest Internet photo printing services I've found.	1
Hands down Epson Paper is the best photo paper on the market.	1
This adapter is functional, is easy to use, enables continued use of backlight, and saves the batteries for walking with the eMap after arriving in a strange town. When I want to connect other media while driving with my  family, I use a 12v 3-Outlet Car Power Adapter. Despite another wire, it's a worthwhile accessory	1
I have no complaints about this flash drive.  It does what it should, is easy to use, has enough storage to backup all my digital pics from my hard drive (so far!), and is not expensive.	1
Yup... They connect my cable modem to my router, and my router to my computers. They transmit data back and forth. So far they have failed to burst into flames or snap off and poke me in the eye. So go patch cables (yay).	1
I love it but its been a battle trying to get used to the sensetivity and pressure of holding the pen. I'm glad I bought it but it is something I cannot use all the time	1
This has helped me significantly in drawing in the computer, for programs such as Adobe Illustrator, Adobe Photoshop and Macromedia Flash. Drawing with a mouse is like drawing with a brick - so buy this piece of equipment if you need to draw in the computer!	1
I bought this to illuminate the keyboard on my 12" Apple Powerbook when I work in the dark.  It works well, and shines impressively bright and wide.  I even use it to read by simply sitting it on its back on my lap as I read in bed and pointing the lamp at my book.  It's too bad the lamp's arm isn't telescopic or it'd make for a perfectly good clip-on booklight right out of the box.	1
...to really take advandage of this. Installation was super easy, although I ran into the TI thing like another reviewer. Oh well. Not much more I can say about this product; it works and that's all that really matters	1
I found this device to be relatively easy and comfortable to use (one-handed, no less), and accurate to within 15' +/- under tree cover of greater than 90% mature alder and fir - once locked onto satellites under clearer overhead conditions in Seattle WA and using an external Gilsson antenna mounted atop a hat.  Satellite aquisition under the trees did not happen the few times I tried.  The display is excellent under sunny conditions.  Downloading waypoint data into a text file was simple.  I haven't used it yet under driving conditions, so I can't speak to using related features.  Were it damaged or stolen, I'd buy another one without hesitation	1
There are so many times where the actual ink, can be the difference between a good copy, and a not-so-good copy on paper. With HP black ink cartridge #21, it is very convient, and easy to setup into your HP deskjet 3930 series printer. This cartridge is very inexpensive, and affordable for HP printers. I think of it as a must for your HP printers. While there are cartridges that are difficult to open, and install into your printers, this one installs in a snap. I really recommend this for my new HP printer, and so will you if you own a HP printer for this ink as well.	1
It works with all my devices, it has several outputs for your different devices, no complain with it...	1
So far it has been terrific. Radio and downloads are easy to sort out and use.	1
Let's just say I am 39 and holding and have wanted an MP3 for years. My birthday was last week and I bought myslef the pink 4GB Nano. It is easy to use, but I have to agree it takes some time on itunes to import CD's, the ipod updates fast but the CD import is slow. The sound quality is good. I like that it is small and lightweight. The screen is bright and easy to read...even with not so young eyes. I looked at other brands but am glad I went with the leader. I didn't need or want to watch movies on a tiny screen...just tunes. I'm sure 1000 songs will hold me.	1
I had been storing my music on a 2GB card in my palm pilot. I was having a lot of trouble transferring the music, with many errors, not to mention how long it took to transfer. I finally decided to get an MP3 player. A friend kept telling me about the Sandisk Sanso. There were some great features, but the bad far, far outweighed the good. Too many of the same problems over and over, and many people returning them.	1
Well the most important thing about buying ink and toner for your printer is price, and Amazon.com has beaten every on-line price I have seen. As for the toner itself, Hewlett Packard toner is top. I buy this product for two  reasons, 1. It's what fits in my printer, and 2. I know when I buy the  C3906A, I am getting what I payed for, a quality cartrige that lasts. One  last note, twords the end of the cartrige life, a small line appears in the  content of my page letting me know its allmost time for a new one. simply  shake the cartrige, reorder, and by the time the new one arrives, the old  one is finished	1
I'm not much of a techie.  But, I do have lots of documents and pictures that I can't bear to lose should my computer decide to konk out one day.	1
I ordered the apple ipod shuffle sport case because I wanted something to protect my ipod from the elements and just general bumping and scraping.  It works great, and you can use your ipod without taking it out of the case.  I haven't taken my ipod out of the case except to charge it, or to change my playlist.  It's a "must have item"  for anyone with an ipod shuffle	1
After reading the Dec. '04 review in Computer Pilot I ordered it. Fine tuning is a bit involved but repetition makes the curve easier. Configuring from one a/c type throttle to another is easy with the downloadable manager from CH prod. Compared to the GoFlight modular system this is great value. Unless $$ is no object and you're not interested in building a home cockpit, the CH line of av-sim controls is well suited to the aspiring and advaced flt. simmer	1
I have had my Pocket PC for quite some time now, and I love the convenience that it offers.	1
I found out the way to copy photos from my CompactFlash card onto the iPAQ. It's not hard but more complex than necessary. I also found out how to send the iPAQ in to have its screen replaced. A hassle. Its screen and/or stylus should work together so they don't produce scratches in the first place	1
Excellent service, five days is all I had to wait and saved a lot of money. Couldn't be happier.	1
I also ordered the Antec SX-1030 (which has yet to be shipped! arrgghh!!). According to Antec, the 1030 includes 2 fans, but has space for 2 more, which is where this one comes in! For those of you wondering what size "small" is, it's an 80mm fan. Good airflow (don't know actual CFM) and pretty quiet	1
I'm a D-Link refugee and this card has been just great. My home connection has been very good, I'm in a basement and have no idea where the router is!	1
I had originally bought a Linksys, without doing any research beforehand... thinking all routers were more or less equal... oops! Hardware was poor, the interface was wonky, customer service was a joke. I was re-booting it every few minutes under moderate usage, because it keep dropping my DSL connection or completely locking up. I just replaced it with a DGL-4300 based on all the positive reviews, and have been very happy so far. I don't need or use any of the advanced features for gaming; but already I've been very impressed with the DGL-4300 since it hasn't dropped any connections since I bought it last week. You get what you pay for	1
I don't get why other mounts cost twice as much.  I bought this to hang my 42" Panasonic and it is great.  Can someone tell me why the Omnimount costs so much more?  I don't see any "functionality" differences.  And with the Mustang Tilt mount, I have been tilting it at least 10 times for either adjustments or disconnecting/reconnecting cables...It is so simple	1
I got this phone about 1 month ago and I like all the features of the phone,Volume control ,Caller ID,Large display window and you can add up to 10 more hand set	1
Handy traveler accessory. Retractable USB cord very nice. Had a small problem with Moto adapter, one of the locking pins would not release. Was able to get release wire reseated under release button and all working fine now	1
I found this on clearance at another retailer (I guess not everyone likes pink), and it's fabulous.  I thought it might be just for skinny-armed people, but not so!  I've got plenty of room, it fits great, and it doesn't move.  Still looking for a solution to keep the earbud cord out of the way, though.  Makes mowing the lawn WAY more fun	1
I have been a Dj for a almost 5 years, and this are the best headphones I've ever had. The H250 headphones are light, confortable, and great acustic properties. It is true that the bass is a little loud, but thats exactly what you need if you're playing in loud and crowded clubs	1
When i first came across this particular microphone i had my doubts. Considering the price of it i just couldn't see it holding up for what i wanted to do. to my surprise this mic exceeded my expectations. For recording vocals this mic is amazing. a real professional sound for a extremely low price. i definitely recommend this mic to anyone out there looking for an in expensive way to make professional sounding material	1
I have some decent mics in my cabinet, as well as a nice preamp, A/D converter and fire wire interface for my home multitracking setup.  I wasn't expecting as good or better quality than I can already get, but I hoped the Samson C01B USB Studio Condenser would at least give me a decent sound.  The idea was to have freedom and portablility that my studio set up prohibits.  I was not disappointed.  Installation was no more complicated that plugging the cable into a USB port on my laptop running XP and the other end into the mic.  It is far from the best mic I have, but it is certainly not the worst.  I have read reviews that say the recording quality is too thin, but I found that not to be the case.  The noise floor when recording with the Samson is a little high, and it is lacking in headroom compared to any traditional mic through my Millenia preamp.   I have to record at slightly lower levels than I am used to, but for $79, I am not complaining.  There is no significant latency recording 16 bits at 44100hz in Fasoft N-Track Studio.  The ability to plug this thing in and record at a whim is quite liberating.  Way to go, Samson	1
Couldn't get any SW stations, but AM and FM worked great and the hand crank charged up the cell phone, after a lot of cranking	1
No problems so far; does its job.(if you are setting up a wireless network, get windows XP. 1 click and you're set up.	1
I bought this to scare away the opossums that come into my back porch at night. I used a 3 prong adapter with this to plug in a lamp and a radio.	1
Product-wise, the card has worked fine, but then memory cards generally either work or they don't.  Product was shipped in a timely manner, and the price was reasonable	1
Originally purchased to supplement & provide a tangle free connection to	1
very good case for the price.  Actually looks more expensive.  Can't go wrong	1
I wanted a case that was small, slim, and just carried the laptop.  Perfect!  I have a briefcase for files.  I didn't need anything bulky.  This case was exactly what I was looking for, for the right price.  I have a new Gateway Tablet P.C. and with the larger battery and battery placement, this is a snug fit, but at least I know the computer isn't loose inside.  I really like this case	1
Cuando compr  una Toshiba Satellite M105 con pantalla de 14", eleg  este maletin porque lei que sus dimensiones se ajustaban al equipo. El interior est  forrado y cuenta con las divisiones suficientes para llevar el cargador y los cables de poder de la notebook. Asimismo puedo incluir  documentos, mouse y otros accesorios. El asa es c moda y la correa incluida es ancha y ajustable al largo que uno desee. Estoy satisfecho con esta compra	1
The 6500B was the last one I tried of three.  I've had cordless Panasonic phones break too often in the past so was reluctant to buy one again.  But the other choices had major drawbacks.  I really needed a two-line phone that wasn't 2.4Ghz.	1
I love my new Monster FM Transmitter! It's very easy to use and the reception is great	1
Besides all opion regarding this new calculator, I would like to say, it is very nice, good design, options, features, a huge screen and modern color. So far, I haven't navigate deep inside it, it is not similar as 48GX, so you've got to expend some time to know how to use it. I bought it since there is not a better calculator than this (48GX is UNIQUE but obsolete	1
Easy to install, gret price and now I have surround sound on my PC. woowho	1
I thought I was going to have to try to track down some headphones for kids until I ran across these!  They are super comfortable and seem to block the world out.  I've been using them for about 3 months now and couldn't be happier eventhough I've got a healthy dose of ear wax building up on them	1
This isn't my first mp3 player. I have a couple of the years and since my last one died I was looking for a quick, cheap replacement. I also needed a flash drive for work. Don't underestimate this, if you use the net at a library or cafe then you'll realize that 1. not all players/drives are recognized as drives and/or 2. you've got to carry an extra cord with you to plug into the usb port, which gets annoying quickly. when you clean out your purse and discover you don't have it with you. With this you get both in one. It has a built in usb port which is recognized fine in most operating systems, even win98. The sound quality is good, I can't tell the difference between this and my $100.00 player. The controls do take a few seconds to get used to, but once I did I find I preferred them. They are easy to use one-handed.	1
I decided to purchase this item because I needed to get SD memory for my g/friends digital camera, so I chose this one because of the price and the brand. SanDisk is known for their memory. Well, no need to say more, this thing works great. I will buy another one but with more space anyday. Thanks alot San Disk	1
just got this one at sears, and was only $20 so i grabbed it. the Canon A400 i have only came with 16mb so i needed more space. the 128 is much faster and easy to format than my old one. love it!!! go out and buy one today! GET SANDISK NOT LEXAR, THEY BREAK ALL THE TIME!!!!!	1
How many pictures will it store?  It is the most commonly asked question from digital camera enthusiast but usually the question that is the most difficult to get a straight answer about.  Well, considering I worked in the memory industry for over 7 years I can help clarify this perplexing question and do so unbiased as I have since changed industries.	1
If you buy this service plan, print out the contract (found at the top of this page) and keep your receipt. I did not purchase the plan, but looked over the contract intensely since I nearly got it.	1
There is absolutely nothing that we don't like about these Panasonic phones.  The sound quality is excellent as is the range.  Very happy customers	1
I have had mine for a week. I had a non mapping garmin gps 12 for years, which was misplaced. I bought the navigation kit at the same time I ordered a 60 CS. It makes what I bought for backpacking usable as a car navigation tool both in the city and out in the boonies. I had no problems loading software and maps, upload or download from/to my gps.	1
Three months later, I'm still amazed at how cheap this amazing piece of hardware was. Granted, it doesn't vibrate, nor have a zillion buttons, but it definitely performs admirably. It is comfortable and the buttons respond well. The unit feels well-built, and connects to the computer easily via USB. And as a bonus, it looks pretty too. :	1
I bought this based on the overall positive reviews.  Good sound quality, and a comfortable fit.  I didn't find them to be too tight at all.  For a low-end pair of headphones, I think they're pretty impressive	1
The cups of these heaphone are a little small and they do fit snuggly on my head but after stretching them out a bit I must say they are very comfortable. If you dont like them at first wear them for a while, they will grow on you.	1
If you went to circuit city, you would see this is $30 there. Here its only 8.99! With fast shipping I only paid about $16 total, half the price of circuit city. Those type of stores (best buy, circuit city, compusa) are a total ripoff when it comes to these cables. Buy from Amazon.com (eektech will ship) and you save lots of $$. Thanks eek for great service	1
Works great, good quality from Belkin as usual. Hard to beat for the money	1
I'm using the product as I respond to this request for a review.  Sufficiently compact for ease of packing in my laptop case.  No technical issues (so far).  Tracking is excellent.  Has worked flawlessly under daily working conditions.  Recommend highly	1
This mouse works perfectly fast and easy without problems even if you don't install the software.	1
As the title states, this is an excellent wireless mouse.  Works right away with Windows XP, no driver install or software needed for two-button and normal scroll capabilities.  Software allows for extra button assignment, but could use some work.  I have had some trouble finding the menus I want when I want to find them.  For example, I have an issue where I cannot find the extra button assignment menu after plugging in the USB receiver after a system start-up, however I am able to find those menus in the software if I remove and reinsert the receiver.	1
